loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3743,5,0,1,0.22835330713656452,0.593493616417859,16,-0.9914497327937967,2800000,1900000,22400000,3900000,1
3744,4,0,1,0.15709044897903002,-0.0036993290392962164,18,0.4237797284949603,10500000,8000000,13900000,7200000,0
3745,4,1,1,1.4754533248934183,1.5445786777014767,10,0.7601867315881894,14500000,8300000,35800000,5000000,0
3746,5,0,1,0.22835330713656452,-0.4018279593440664,2,0.7659868523311761,15800000,3700000,15600000,5300000,0
3747,5,0,1,-0.02106669641480624,0.14006934301520413,14,-0.43463814146707264,13000000,9100000,15300000,3300000,1
3748,4,1,0,-0.9831152815415221,-1.0653756765186833,6,-1.4902601166906537,-100000,4100000,4800000,3200000,1
3749,0,1,1,-0.7336952779901512,-0.4571236024419511,16,-1.5598615656064942,8000000,4500000,6600000,2400000,1
3750,0,1,0,1.012244746869444,1.2238639477337452,18,1.4214004962886744,14200000,14700000,27400000,6300000,0
3751,2,0,0,-1.0900095687778237,-0.9879617761816447,16,0.5571825055836546,4100000,600000,5400000,1300000,0
3752,5,1,0,-0.840589565226453,-0.711483560692221,14,0.9979916820506445,2200000,2800000,7600000,3700000,0
3753,3,0,1,0.47777331068793527,0.07371457129774242,18,0.1627742950605584,6900000,2700000,24800000,5300000,0
3754,0,1,1,1.119139034105746,0.4386658157437818,2,0.9515907161067508,22900000,8900000,20500000,4000000,0
3755,1,0,0,-0.8049581361476857,-0.9105478758446061,14,-0.27223476066344476,400000,4900000,6800000,4200000,0
3756,1,1,0,1.3685590376571166,0.5381979733199743,2,0.30777731363522615,12700000,600000,17800000,9900000,0
3757,1,1,0,0.01456473266396101,0.5381979733199743,4,-0.5448404355838201,7900000,8900000,20300000,6700000,0
3758,3,0,0,-0.8049581361476857,-0.7336018179313748,20,-0.9798494913078233,6200000,1700000,7800000,2200000,1
3759,2,1,1,0.37087902345163354,-0.31335493038745077,18,0.5629826263266413,14100000,9100000,12600000,3500000,0
3760,2,1,0,1.1904018922632802,1.035858761200937,6,-0.06923053465890996,11000000,1300000,22900000,10400000,0
3761,1,1,0,-1.2325352850928928,-1.0543165478991063,6,1.427200617031661,600000,2800000,4600000,1200000,0
3762,5,0,0,-0.3417495581237115,-0.4571236024419511,14,-1.2814557699431322,6200000,1700000,8500000,5400000,1
3763,1,1,0,-1.695743863116867,-1.596213850258377,10,0.8413884219900034,0,0,900000,100000,0
3764,3,0,0,1.6179790412084873,2.1417716231586317,20,-0.4462383829530461,26100000,2600000,24300000,5300000,1
3765,4,0,1,1.154770463184513,1.1353909187771296,4,0.13957381208861155,22900000,4000000,24800000,5400000,0
3766,1,0,0,-0.16359241272987524,0.17324672887393497,16,-1.1190523891395043,13000000,6000000,9800000,2800000,1
3767,3,1,1,0.19272187805779725,-0.3907688307244894,12,0.9051897501628572,3300000,1800000,18400000,7800000,0
3768,3,0,1,-0.3417495581237115,-0.7557200751705287,16,-1.44385915074676,6000000,100000,11100000,2200000,1
3769,3,1,0,-0.4842752744387805,-0.19170451557210436,18,-1.3162564944010524,2800000,100000,13200000,2500000,1
3770,4,1,1,-1.5175867177230307,-1.4082086637255689,2,-0.805845869018222,1300000,1300000,2300000,300000,0
3771,4,0,0,1.0835076050269785,1.433987391505707,12,0.4179796077519736,5600000,9200000,17200000,9500000,0
3772,2,0,1,-0.840589565226453,-0.6230105317356054,10,-0.9624491290788632,2700000,1500000,8100000,1800000,1
3773,2,1,1,0.6915618851605387,0.6930257739940515,12,-0.3418362095792853,3700000,1300000,19800000,9600000,1
3774,3,1,1,1.0835076050269785,1.5666969349406306,2,-1.084251664681584,8100000,15100000,25500000,6400000,0
3775,1,0,0,-0.6624324198326168,-0.8331339755075674,4,-0.04603005168696313,3000000,1400000,8100000,4700000,0
3776,4,1,1,-1.6601124340380997,-1.5187999499213383,10,0.3773787625510666,300000,300000,1500000,200000,0
3777,1,0,0,0.9766133177906767,0.9695039894834753,4,-1.664263738980255,2600000,15300000,23000000,10900000,0
3778,0,1,0,0.26398473621533175,0.4939614588416665,14,0.4237797284949603,8900000,10700000,18000000,7200000,0
3779,0,1,1,-0.8762209943052203,-1.0100800334207987,8,-1.2640554077141721,1700000,2200000,8200000,1600000,1
3780,5,1,0,0.12145901990026277,0.6598483881353208,12,0.3541782795791198,15800000,10400000,20100000,5400000,0
3781,3,0,1,-1.5888495758805652,-1.4856225640626073,4,-0.1388319835747505,400000,100000,2100000,500000,0
3782,1,0,0,-1.5888495758805652,-1.540918207160492,14,-0.9102480423919828,700000,1000000,2200000,800000,1
3783,5,0,1,1.58234761212972,0.7262031598527824,16,-1.6990644634381753,27500000,2700000,28500000,9700000,1
3784,4,0,1,-1.125640997856591,-1.142789576855722,12,0.3251776758641863,1500000,1600000,5400000,1700000,0
3785,1,0,1,1.6892418993660219,0.6709075167548977,4,1.6534053260081427,18000000,16400000,37300000,10800000,0
3786,3,0,0,0.9766133177906767,0.16218760025435802,20,1.7172066541809965,12400000,10800000,30500000,5500000,0
3787,5,1,0,-0.05669812549357349,-0.1142906152350657,2,1.1719953043402458,3300000,7500000,16100000,2700000,0
3788,3,0,1,1.154770463184513,0.8367944460485519,2,0.290376951406266,3600000,16000000,18000000,5800000,0
3789,4,1,1,-0.413012416281246,-0.689365303453067,10,0.3773787625510666,9300000,4000000,9200000,5300000,0
3790,2,0,0,1.4041904667358838,2.274481166593555,12,-1.5134605996626005,15200000,8400000,19500000,9000000,1
3791,1,1,0,1.6179790412084873,1.909529922147516,20,-0.887047559420036,15400000,18400000,19800000,4700000,1
3792,5,1,1,-1.4463238595654964,-1.4082086637255689,18,0.07577248391575776,1600000,1300000,2600000,600000,0
3793,5,0,0,-0.8049581361476857,-0.8773704899858752,16,-1.0204503365087303,900000,5000000,6100000,3200000,1
3794,2,1,0,1.154770463184513,0.6266710022765899,6,0.38897900403704005,19300000,4100000,25400000,6800000,0
3795,4,1,1,0.6559304560817715,0.35019278678716614,18,0.6673847997004021,8200000,600000,15000000,7500000,0
3796,5,1,1,-0.4486438453600132,-0.6672470462139132,18,0.31357743437821284,9000000,4000000,10200000,3000000,0
3797,2,1,0,1.0478761759482114,0.2948971436892814,20,-0.29543524363539164,2400000,9700000,27400000,10800000,1
3798,4,0,1,1.6892418993660219,1.6109334494189382,4,-1.3162564944010524,11100000,5500000,37800000,10000000,0
3799,0,0,1,-0.7693267070689185,-0.8773704899858752,16,-1.5540614448635075,3600000,5700000,7600000,3600000,1
3800,4,0,0,1.012244746869444,1.8099977645713234,20,-0.38243705478019224,12400000,8500000,21600000,6400000,1
3801,3,1,0,-0.16359241272987524,0.30595627230885836,8,-1.182853717312358,10700000,4000000,12300000,2600000,1
3802,2,0,0,-1.4463238595654964,-1.2644399916710685,18,1.6940061712090495,2200000,800000,3000000,500000,0
3803,5,0,0,1.4041904667358838,0.6819666453744746,14,0.011971155742903961,3400000,7700000,35400000,11000000,0
3804,0,0,1,1.5467161830509528,2.3187176810718633,10,0.08737272540173117,21200000,3800000,27400000,9100000,0
3805,5,0,1,0.8340876014756078,0.9031492177660136,20,-0.6840433334155012,15700000,3600000,29100000,6800000,1
3806,0,0,0,0.5490361688454698,0.5492571019395512,16,-1.1770535965693714,19200000,7000000,17200000,8400000,1
3807,0,1,0,-1.3394295723291945,-1.2976173775297992,10,-0.7884455067892618,1200000,200000,3500000,1400000,1
3808,0,0,1,-1.410692430486729,-1.2976173775297992,14,1.345998926629847,3200000,200000,4400000,1600000,0
3809,5,0,0,1.4754533248934183,2.1749490090173627,12,1.1719953043402458,22000000,11000000,19800000,12500000,0
3810,2,0,0,0.6915618851605387,0.9695039894834753,18,0.1627742950605584,13400000,6600000,25200000,7200000,0
3811,4,0,0,0.01456473266396101,0.4054884298850509,10,0.5455822640976812,6400000,5300000,13500000,4100000,0
3812,1,1,1,-0.6624324198326168,-0.6451287889747592,20,0.8181879390180565,3800000,3500000,6900000,2300000,0
3813,1,1,1,-0.4842752744387805,-0.4681827310615281,14,0.8587887842189635,3700000,2800000,13200000,4100000,0
3814,5,0,0,-0.5199067035175478,-0.25805928728956606,4,-1.623662893779348,2500000,2900000,12600000,2900000,0
3815,1,0,0,0.19272187805779725,-0.3797097021049125,10,1.009591923536618,11000000,4300000,13100000,6500000,0
3816,0,1,1,1.58234761212972,1.8652934076692083,2,-0.5796411600417404,8300000,9700000,24500000,5600000,0
3817,4,1,0,-1.26816671417166,-1.2312626058123375,18,0.6151837130135217,0,2700000,4400000,1700000,0
3818,4,1,0,0.8340876014756078,0.35019278678716614,10,0.006171034999917252,16400000,12600000,28800000,6100000,0
3819,2,0,0,0.3352475943728663,0.2506606292109736,16,1.1951957873121926,1800000,2100000,20200000,3500000,0
3820,0,0,1,-0.7336952779901512,-0.6119514031160284,6,0.25557622694834575,3900000,700000,10500000,3000000,0
3821,4,0,1,0.3352475943728663,-0.2470001586699891,14,0.7137857656442957,700000,1600000,13600000,4100000,0
3822,5,0,1,-1.5888495758805652,-1.5077408213017613,12,-0.52744007335486,1600000,100000,1900000,800000,1
3823,0,0,0,-1.1612724269353583,-0.9437252617033369,4,1.7288068956669698,2400000,100000,4600000,1400000,0
3824,2,0,1,0.15709044897903002,-0.34653231624618164,2,-0.19103307026163086,7200000,4700000,11500000,7000000,0
3825,1,0,0,-1.4463238595654964,-1.4413860495842996,6,0.6673847997004021,2200000,1000000,2200000,1100000,0
3826,2,1,1,-1.1969038560141254,-1.2865582489102223,10,1.4736015829755547,5000000,2400000,3400000,1700000,0
3827,1,0,1,-0.5911695616750823,-0.31335493038745077,8,-0.4462383829530461,6100000,4700000,8300000,2600000,1
3828,1,0,1,1.6179790412084873,2.296599423832709,8,-0.38243705478019224,24500000,17700000,31900000,5400000,1
3829,0,1,1,-0.8762209943052203,-0.8331339755075674,18,-0.7536447823313417,700000,700000,5500000,2900000,1
3830,1,0,0,-1.2325352850928928,-1.2865582489102223,18,0.11057320837367801,3200000,100000,6300000,1500000,0
3831,0,0,1,-0.27048669996617697,-0.25805928728956606,20,-0.1620324665466973,8600000,2200000,11000000,6100000,0
3832,3,0,0,-1.3037981432504273,-1.2865582489102223,16,-1.3626574603449462,2600000,2200000,2900000,1600000,1
3833,0,1,0,1.0478761759482114,0.31701540092843533,16,1.108193976167392,13900000,10300000,23400000,10600000,0
3834,4,1,1,-0.02106669641480624,0.32807452954801225,12,-1.0204503365087303,5200000,2000000,14500000,6100000,1
3835,5,0,0,-0.1992238418086425,-0.5455966313985667,12,0.7311861278732559,2900000,8600000,17500000,4200000,0
3836,1,0,0,-0.5911695616750823,-0.5787740172572976,2,0.789187335303123,3900000,4800000,10600000,4500000,0
3837,5,0,1,0.22835330713656452,-0.25805928728956606,14,-0.6492426089575809,13600000,1000000,13200000,5500000,1
3838,2,1,1,-0.8762209943052203,-0.8331339755075674,10,-1.1596532343404113,6800000,2800000,10100000,3200000,1
3839,0,0,1,-0.1992238418086425,-0.32441405900702774,20,-1.6758639804662283,11200000,5000000,12700000,2400000,1
3840,2,1,1,0.01456473266396101,0.18430585749351192,2,-0.5564406770697935,6400000,2700000,17100000,4400000,0
3841,4,1,1,0.01456473266396101,0.383370172645897,20,-1.6700638597232418,9600000,6000000,16500000,5500000,1
3842,5,0,1,-1.1969038560141254,-0.9547843903229138,14,-0.07503065540189667,1100000,1000000,6400000,1500000,0
3843,1,1,0,0.050196161742728264,-0.5124192455398359,20,-1.641063256008308,3000000,8000000,19300000,5300000,1
3844,4,1,0,1.1904018922632802,1.5335195490818998,2,-0.7942456275322486,12700000,1100000,20100000,6700000,0
3845,1,1,1,1.4041904667358838,2.0864759800607473,16,1.4040001340597141,6300000,16900000,22900000,5800000,0
3846,4,0,1,-0.5911695616750823,-0.36865057348533553,20,0.0931728461447179,5000000,3300000,9900000,2900000,0
3847,1,1,0,0.12145901990026277,0.4718432016025126,8,1.1603950628542723,800000,6100000,19500000,3000000,0
3848,0,0,1,-1.553218146801798,-1.4413860495842996,12,1.2357966325130996,200000,1300000,2200000,500000,0
3849,2,0,0,0.9053504596331423,1.0690361470596679,12,-0.208433432490591,14000000,6200000,24700000,6700000,0
3850,2,1,0,-0.02106669641480624,-0.047935843517604014,12,1.3749995303447806,2200000,7200000,11700000,4800000,0
3851,5,1,1,-0.9118524233839875,-0.6340696603551823,16,0.7833872145601363,0,2200000,9500000,1700000,0
3852,4,1,1,-1.0900095687778237,-1.0985530623774142,16,0.7195858863872825,5200000,3800000,4600000,2800000,0
3853,5,1,0,1.4041904667358838,0.9695039894834753,12,0.33677791735015966,5700000,4600000,32100000,6100000,0
3854,5,0,0,1.154770463184513,1.8431751504300542,16,1.4968020659475014,24600000,11100000,26300000,8500000,0
3855,0,1,1,-0.698063848911384,-0.7336018179313748,8,0.08157260465874447,1700000,4600000,11000000,3300000,0
3856,2,0,1,1.2260333213420476,1.1575091760162834,16,0.6615846789574154,11400000,14800000,17200000,5700000,0
3857,2,0,1,-1.3750610014079618,-1.164907834094876,20,0.02937151797186409,3600000,1500000,4600000,600000,0
3858,4,0,1,-0.8049581361476857,-1.0653756765186833,8,1.5954041185782755,6900000,4000000,6000000,3300000,0
3859,5,0,1,-0.8049581361476857,-0.4681827310615281,6,-1.3974581848028664,5000000,3300000,7600000,3000000,1
3860,5,0,1,0.5134047397667025,0.9916222467226292,6,-0.9218482838779563,14100000,9600000,15300000,5200000,1
3861,4,0,0,1.297296179499582,1.1132726615379755,18,1.1023938554244053,25000000,9100000,18400000,8400000,0
3862,1,1,1,0.12145901990026277,-0.16958625833295046,4,1.2821975984569933,11600000,8700000,19900000,5600000,0
3863,2,1,0,1.2616647504208147,2.0090620797237086,16,-1.304656252915079,19600000,11200000,25500000,11200000,1
3864,3,0,0,-0.127960983651108,-0.6119514031160284,10,-0.31863572660733847,5200000,7200000,12000000,5300000,1
3865,5,1,1,-1.410692430486729,-1.2423217344319144,4,1.688206050466063,1100000,200000,3400000,900000,0
3866,0,0,0,0.47777331068793527,-0.12534974385464265,8,-0.6608428504435543,5100000,12700000,23900000,3700000,1
3867,0,0,0,-0.27048669996617697,-0.5787740172572976,4,0.5571825055836546,12400000,2100000,17000000,2100000,0
3868,5,1,1,-0.7693267070689185,-0.4460644738223742,4,0.4817809359248274,1700000,3900000,9400000,3300000,0
3869,5,1,0,1.6179790412084873,1.3233961053099377,8,-0.03442981020098971,25500000,4600000,26800000,13300000,0
3870,3,1,1,-1.4819552886442635,-1.3971495351059917,20,-0.4114376584951258,900000,300000,3200000,700000,1
3871,5,1,0,1.0835076050269785,1.234923076353322,4,-0.9914497327937967,3600000,8500000,22200000,6900000,0
3872,0,1,1,1.3329276085783492,1.0911544042988217,4,-1.1596532343404113,11300000,4000000,23600000,9400000,1
3873,0,0,0,1.3329276085783492,0.26171975783055057,4,1.4388008585176344,25400000,8200000,31600000,5100000,0
3874,1,1,0,0.47777331068793527,0.7040849026136285,6,-0.6434424882145942,1600000,4600000,17600000,8900000,1
3875,2,0,0,-0.7693267070689185,-0.9437252617033369,10,-1.5888621693214278,8600000,2200000,7400000,3400000,1
3876,5,0,0,-1.2325352850928928,-0.9990209048012216,8,0.36577852106509323,3900000,800000,6400000,1200000,0
3877,1,1,0,-1.2325352850928928,-1.1096121909969912,18,0.748586490102216,2500000,2000000,6200000,900000,0
3878,2,0,1,-0.698063848911384,-0.490300988300682,4,-1.1712534758263846,3100000,3000000,7400000,2000000,0
3879,2,1,1,0.19272187805779725,0.17324672887393497,14,1.4852018244615282,400000,10200000,14700000,5200000,0
3880,3,0,1,1.0835076050269785,0.5271388447003973,20,-1.467059633718707,22800000,14400000,29800000,5500000,1
3881,3,1,0,1.4398218958146511,0.46078407298293567,12,0.5571825055836546,26200000,7700000,30100000,13300000,0
3882,0,0,1,0.15709044897903002,0.21748324335224276,8,-1.4322589092607867,400000,200000,17100000,5200000,1
3883,1,0,1,1.6536104702872545,2.119653365919478,20,0.9051897501628572,15700000,18500000,26800000,14100000,0
3884,4,0,0,-0.9831152815415221,-1.0764348051382602,16,-0.6376423674716074,6200000,3700000,5500000,2100000,1
3885,1,1,1,0.19272187805779725,0.31701540092843533,10,-0.3998374170091524,6500000,9000000,19800000,8400000,1
3886,2,1,1,-0.1992238418086425,0.16218760025435802,4,0.4585804529528806,10300000,3100000,11700000,5000000,0
3887,1,0,1,-1.6244810049593326,-1.4745634354430304,8,1.607004360064249,100000,200000,1100000,600000,0
3888,0,0,0,-0.30611812904494423,-0.4571236024419511,20,1.2589971154850463,6700000,2400000,11700000,6100000,0
3889,1,1,0,1.4398218958146511,0.9031492177660136,18,1.1139940969103788,800000,12600000,32100000,12400000,0
3890,4,0,1,-0.6624324198326168,-0.25805928728956606,18,0.3715786418080799,6300000,3400000,7600000,2100000,0
3891,4,0,1,0.40651045253040075,0.6819666453744746,16,1.6360049637791825,11800000,3500000,12900000,4100000,0
3892,3,1,1,-0.9118524233839875,-0.8220748468879905,10,0.9747911990786977,4500000,400000,8000000,2600000,0
3893,0,0,0,1.4398218958146511,1.3233961053099377,12,1.0849934931954452,24300000,2900000,34800000,9500000,0
3894,3,0,1,-1.6244810049593326,-1.574095593019223,12,-0.3592365718082454,0,700000,1500000,300000,1
3895,4,1,0,0.6559304560817715,0.31701540092843533,8,-1.467059633718707,16400000,9300000,18300000,8700000,1
3896,0,0,1,-1.1612724269353583,-1.0985530623774142,16,-1.641063256008308,4900000,1500000,4000000,1300000,1
3897,0,0,1,-0.37738098720247876,-0.07005410075675791,2,0.6557845582144287,6200000,4900000,12200000,4700000,0
3898,1,1,0,-0.413012416281246,-0.31335493038745077,10,0.4817809359248274,1000000,700000,11700000,2400000,0
3899,2,1,1,1.0478761759482114,1.433987391505707,18,0.9573908368497376,24000000,10500000,17700000,8200000,0
3900,5,0,0,-1.4819552886442635,-1.319735634768953,10,1.1777954250832325,1600000,1700000,2300000,800000,0
3901,0,0,1,1.119139034105746,1.6109334494189382,6,-1.1306526306254778,3900000,800000,23900000,5700000,1
3902,5,0,0,-0.9831152815415221,-1.131730448236145,4,-0.4114376584951258,6200000,3900000,9200000,2000000,1
3903,5,0,1,0.6559304560817715,0.4718432016025126,6,1.166195183597259,10100000,9400000,17000000,5500000,0
3904,3,1,0,1.3329276085783492,1.7215247356147079,12,0.6209838337565085,15000000,100000,32800000,8000000,0
3905,1,0,0,-0.8762209943052203,-0.8773704899858752,8,-1.4554593922327335,5900000,1400000,9400000,3000000,1
3906,1,0,0,-0.4842752744387805,-0.711483560692221,20,1.6534053260081427,6200000,3500000,10900000,2600000,0
3907,2,0,1,0.40651045253040075,0.9584448608638984,4,-0.6434424882145942,2900000,7500000,21300000,3300000,0
3908,3,0,1,-1.4463238595654964,-1.3860904064864148,6,-1.5018603581766272,2900000,1700000,3600000,1100000,1
3909,1,1,0,0.3352475943728663,0.5381979733199743,12,0.21497538174743877,10800000,4300000,20000000,8600000,0
3910,1,1,1,1.4398218958146511,1.7989386359517465,4,-1.7164648256671353,14100000,16700000,30200000,9600000,0
3911,1,0,0,-1.1969038560141254,-0.9326661330837599,16,-0.3650366925512321,4300000,2900000,3500000,1100000,1
3912,5,1,1,-1.1969038560141254,-1.164907834094876,12,-0.5622407978127802,900000,2200000,4800000,1200000,1
3913,1,0,0,0.727193314239306,-0.09217235799591181,12,0.6963854034153356,4600000,500000,27300000,8400000,0
3914,5,0,0,1.5467161830509528,2.396131581408902,10,-0.52744007335486,20700000,7400000,22400000,6300000,1
3915,5,1,0,0.40651045253040075,0.14006934301520413,6,-1.3916580640598797,900000,7200000,22400000,6300000,1
3916,1,0,0,1.154770463184513,1.8431751504300542,16,1.264797236228033,23400000,7400000,32200000,8500000,0
3917,1,0,1,1.3685590376571166,0.6709075167548977,8,0.6731849204433888,5400000,9200000,23800000,7900000,0
3918,1,0,1,0.5134047397667025,-0.03687671489802706,12,-1.3916580640598797,3500000,2100000,15000000,7300000,1
3919,3,0,1,1.0835076050269785,1.2791595908316298,10,1.7114065334380097,5100000,9800000,17100000,9900000,0
3920,2,1,0,-0.05669812549357349,-0.1806453869525274,8,-1.5772619278354543,10500000,8100000,18300000,3400000,1
3921,4,0,0,1.4398218958146511,1.2681004622120529,2,1.2299965117701128,23300000,11900000,33100000,10400000,0
3922,3,0,1,1.4041904667358838,1.9869438224845546,16,-0.8348464727331556,23800000,7000000,26000000,7100000,1
3923,4,0,1,-1.3394295723291945,-1.2423217344319144,16,-0.19683319100461757,700000,200000,3400000,1600000,0
3924,1,1,0,0.5846675979242371,1.0911544042988217,20,-0.011229327229042876,5300000,12900000,13600000,7000000,0
3925,5,1,0,-0.6624324198326168,-0.6451287889747592,6,0.3251776758641863,7000000,3200000,12700000,4200000,0
3926,0,1,0,0.869719030554375,1.5003421632231688,2,1.7114065334380097,2000000,4100000,21500000,7200000,0
3927,3,0,0,-0.05669812549357349,-0.25805928728956606,14,0.30777731363522615,7300000,1000000,13000000,7200000,0
3928,1,1,1,-1.553218146801798,-1.4745634354430304,16,0.23817586471938562,2100000,400000,1600000,900000,0
3929,2,0,0,0.47777331068793527,0.15112847163478108,8,-0.32443584735032516,12100000,6300000,15200000,5400000,1
3930,0,1,1,-0.413012416281246,-0.1142906152350657,20,1.224196391027126,5700000,3600000,10500000,5300000,0
3931,4,0,0,1.6536104702872545,1.3012778480707838,10,-0.8116459897612087,11400000,3900000,31400000,9300000,1
3932,5,0,1,-0.5199067035175478,-0.2912366731482969,12,1.1313944591393388,10600000,2700000,11100000,4800000,0
3933,2,0,1,-0.5911695616750823,-0.5345375027789898,4,0.8413884219900034,4900000,4000000,10000000,3900000,0
3934,0,1,0,1.6892418993660219,0.5492571019395512,16,0.035171638714850795,6200000,800000,37300000,8700000,0
3935,1,1,0,0.01456473266396101,-0.10323148661548875,6,-0.8638470764480891,6100000,7600000,11400000,5600000,1
3936,4,0,1,0.299616165294099,-0.36865057348533553,8,-0.7014436956444613,11000000,1200000,15700000,3900000,1
3937,5,0,0,-1.3750610014079618,-1.4082086637255689,14,-0.6086417637566739,1800000,1800000,4100000,1300000,1
3938,2,1,0,1.6536104702872545,1.666229092516823,14,0.9805913198216843,23700000,13600000,26400000,7500000,0
3939,5,1,1,-0.127960983651108,-0.36865057348533553,4,0.2265756232334122,3600000,700000,9400000,5500000,0
3940,5,0,0,-0.30611812904494423,-0.2912366731482969,18,0.7137857656442957,1200000,300000,12900000,6100000,0
3941,4,0,0,1.5110847539721854,1.2128048191141683,16,0.13377369134562486,11700000,10500000,21100000,10700000,0
3942,3,1,1,0.0858275908214955,0.6266710022765899,6,-0.6550427297005675,9700000,3400000,18500000,4200000,1
3943,0,0,0,0.9053504596331423,1.6551699638972461,2,0.8297881805040299,20700000,8700000,27600000,9600000,0
3944,2,0,0,0.40651045253040075,0.19536498611308886,12,0.8935895086768837,2300000,4200000,15300000,7900000,0
3945,0,0,0,1.3685590376571166,0.7151440312332055,10,-0.2780348814064315,2300000,9900000,20700000,11900000,0
3946,4,1,1,1.012244746869444,1.3455143625490915,10,-0.2316339154625378,23100000,14400000,28500000,10900000,0
3947,1,0,1,-0.555538132596315,-0.479241859681105,14,0.18597477803250523,6900000,1500000,10900000,4200000,0
3948,2,0,0,0.0858275908214955,0.17324672887393497,18,-1.5134605996626005,4600000,3300000,12000000,4100000,1
3949,2,1,0,-1.3037981432504273,-1.3307947633885302,4,1.6302048430361957,3700000,400000,5000000,1100000,0
3950,1,1,1,1.4398218958146511,0.9363266036247444,20,-0.37663693403720555,2800000,17600000,26400000,4500000,1
3951,4,1,0,-0.23485527088740973,0.2285423719718197,4,-0.2142335532335777,4100000,3700000,12700000,2900000,0
3952,5,1,0,-0.8049581361476857,-0.7667792037901057,14,0.08737272540173117,7400000,3300000,6700000,2700000,0
3953,3,1,0,-1.3394295723291945,-1.3086765061493761,8,1.1313944591393388,1400000,800000,4600000,1600000,0
3954,4,0,0,1.1904018922632802,1.5003421632231688,14,1.6128044808072357,23400000,8300000,23900000,8600000,0
3955,5,0,1,0.0858275908214955,-0.12534974385464265,6,0.19177489877549195,11800000,4500000,12800000,6100000,0
3956,2,0,0,0.3352475943728663,-0.1364088724742196,4,-0.388237175523179,3000000,9600000,14600000,4100000,1
3957,2,1,1,-1.0543781396990566,-0.921607004464183,12,1.1313944591393388,6100000,1900000,7200000,2400000,0
3958,0,1,0,-0.27048669996617697,-0.4571236024419511,4,-1.3104563736580657,7100000,7300000,9300000,4700000,1
3959,4,1,1,0.7984561723968405,0.8589127032877059,12,1.4388008585176344,6300000,2900000,28500000,4100000,0
3960,2,0,0,0.050196161742728264,0.11795108577605022,12,1.6824059297230762,10500000,9600000,15800000,3900000,0
3961,3,0,0,-0.127960983651108,-0.5898331458768745,14,-0.9044479216489961,8200000,300000,15700000,3800000,1
3962,4,0,0,0.9766133177906767,1.478223905984015,4,1.1777954250832325,15500000,11300000,21100000,9800000,0
3963,3,0,1,-1.6244810049593326,-1.4635043068234534,18,0.1047730876306913,-100000,600000,1000000,400000,0
3964,1,1,1,0.3352475943728663,0.5713753591787052,14,1.4214004962886744,5000000,7800000,23700000,8700000,0
3965,4,0,0,-0.09232955457234074,-0.479241859681105,12,1.3517990473728339,3000000,4000000,16400000,7100000,0
3966,3,0,1,1.3685590376571166,0.46078407298293567,12,0.968991078335711,12000000,2200000,24700000,7700000,0
3967,1,0,1,-1.1612724269353583,-1.2312626058123375,16,0.8529886634759768,700000,200000,4600000,900000,0
3968,2,0,0,-0.7336952779901512,-0.8994887472250291,4,-0.06923053465890996,5300000,3400000,11900000,3400000,0
3969,4,1,0,0.9409818887119096,1.035858761200937,20,-0.10403125911683023,9800000,6600000,29100000,6500000,0
3970,1,1,0,1.154770463184513,0.5824344877982821,14,-1.4612595129757202,5600000,12500000,29100000,4700000,1
3971,4,1,0,-0.30611812904494423,-0.6340696603551823,4,0.7311861278732559,10000000,8100000,16100000,5500000,0
3972,4,0,1,1.0478761759482114,1.7768203787125927,6,-0.6840433334155012,19800000,11500000,22200000,5700000,1
3973,2,0,1,1.5467161830509528,1.6441108352776692,16,-0.20263331174760427,1200000,3900000,28200000,9000000,0
3974,1,0,0,-1.5175867177230307,-1.4082086637255689,16,1.5780037563493154,2400000,1200000,1900000,900000,0
3975,0,0,1,-1.6244810049593326,-1.5298590785409152,4,1.30539808142894,600000,0,1800000,200000,0
3976,2,0,1,0.37087902345163354,0.7925579315702441,8,0.5455822640976812,16200000,10900000,22900000,7200000,0
3977,3,0,1,1.2260333213420476,1.7325838642342848,20,-0.8812474386770492,23000000,1400000,22900000,7900000,1
3978,5,0,1,0.9053504596331423,0.31701540092843533,12,-0.8580469557051024,7900000,4300000,23800000,4700000,1
3979,3,1,0,1.297296179499582,0.30595627230885836,12,1.7230067749239832,16400000,3500000,31600000,12500000,0
3980,4,1,0,1.5467161830509528,0.5603162305591282,10,1.1777954250832325,24800000,1000000,34400000,4800000,0
3981,1,1,1,-1.6601124340380997,-1.574095593019223,8,1.3227984436579001,600000,500000,1500000,300000,0
3982,0,0,0,-0.840589565226453,-0.8441931041271443,6,1.345998926629847,7700000,1200000,10000000,2500000,0
3983,1,1,1,-0.9831152815415221,-1.0653756765186833,6,1.5142024281764617,1600000,1200000,4700000,1700000,0
3984,0,0,0,0.869719030554375,0.08477369991731938,2,-0.37663693403720555,17500000,5700000,23600000,4500000,1
3985,4,1,1,0.727193314239306,0.4718432016025126,16,-1.3742577018309194,17900000,2600000,22600000,4000000,1
3986,1,1,1,1.3329276085783492,1.489283034603592,8,0.18017465728951854,11000000,13200000,25000000,7700000,0
3987,2,1,0,1.1904018922632802,0.615611873657013,6,-0.5042395903829131,500000,16400000,18800000,7900000,1
